dataset	description	version	name	taxon_id	genbank_accession	mart	n_gene	n_bp_genesets	n_cc_genesets	n_mf_genesets	ncbi_genome_link
applatyrhynchos_gene_ensembl	Duck genes (CAU_duck1.0)	CAU_duck1.0	Anas platyrhynchos platyrhynchos (Duck)	8840	GCA_002743455.1	genes_mart	25952	13180	1619	3897	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/743/455//GCA_002743455.1_CAU_duck1.0/GCA_002743455.1_CAU_duck1.0_assembly_report.txt
atestudineus_gene_ensembl	Climbing perch genes (fAnaTes1.2)	fAnaTes1.2	Anabas testudineus (Climbing perch)	64144	GCA_900324465.2	genes_mart	24557	5926	875	2450	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/324/465//GCA_900324465.2_fAnaTes1.2/GCA_900324465.2_fAnaTes1.2_assembly_report.txt
bbbison_gene_ensembl	American bison genes (Bison_UMD1.0)	Bison_UMD1.0	Bison bison bison (American bison)	43346	GCA_000754665.1	genes_mart	25509	13601	1675	4038	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/754/665//GCA_000754665.1_Bison_UMD1.0/GCA_000754665.1_Bison_UMD1.0_assembly_report.txt
bgrunniens_gene_ensembl	Domestic yak genes (LU_Bosgru_v3.0)	LU_Bosgru_v3.0	Bos grunniens (Domestic yak)	30521	GCA_005887515.1	genes_mart	26924	13851	1694	4041	https://ftp.ncbi.nih.gov/genomes/all/GCA/005/887/515//GCA_005887515.1_LU_Bosgru_v3.0/GCA_005887515.1_LU_Bosgru_v3.0_assembly_report.txt
bihybrid_gene_ensembl	Hybrid - Bos Indicus genes (UOA_Brahman_1)	UOA_Brahman_1	Bos indicus x Bos taurus (Hybrid - Bos Indicus)	30522	GCA_003369695.2	genes_mart	29910	14011	1704	4132	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/369/695//GCA_003369695.2_UOA_Brahman_1/GCA_003369695.2_UOA_Brahman_1_assembly_report.txt
bmusculus_gene_ensembl	Blue whale genes (mBalMus1.v2)	mBalMus1.v2	Balaenoptera musculus (Blue whale)	9771	GCA_009873245.2	genes_mart	22591	14019	1697	4089	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/873/245//GCA_009873245.2_mBalMus1.v2/GCA_009873245.2_mBalMus1.v2_assembly_report.txt
bmutus_gene_ensembl	Wild yak genes (BosGru_v2.0)	BosGru_v2.0	Bos mutus (Wild yak)	72004	GCA_000298355.1	genes_mart	25772	13546	1676	4084	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/298/355//GCA_000298355.1_BosGru_v2.0/GCA_000298355.1_BosGru_v2.0_assembly_report.txt
bsplendens_gene_ensembl	Siamese fighting fish genes (fBetSpl5.2)	fBetSpl5.2	Betta splendens (Siamese fighting fish)	158456	GCA_900634795.2	genes_mart	26727	5870	763	2107	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/634/795//GCA_900634795.2_fBetSpl5.2/GCA_900634795.2_fBetSpl5.2_assembly_report.txt
btaurus_gene_ensembl	Cow genes (ARS-UCD1.2)	ARS-UCD1.2	Bos taurus (Cow)	9913	GCA_002263795.2	genes_mart	27607	14190	1747	4302	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/263/795//GCA_002263795.2_ARS-UCD1.2/GCA_002263795.2_ARS-UCD1.2_assembly_report.txt
cabingdonii_gene_ensembl	Abingdon island giant tortoise genes (ASM359739v1)	ASM359739v1	Chelonoidis abingdonii (Abingdon island giant tortoise)	106734	GCA_003597395.1	genes_mart	23209	13389	1641	3895	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/597/395//GCA_003597395.1_ASM359739v1/GCA_003597395.1_ASM359739v1_assembly_report.txt
catys_gene_ensembl	Sooty mangabey genes (Caty_1.0)	Caty_1.0	Cercocebus atys (Sooty mangabey)	9531	GCA_000955945.1	genes_mart	28459	14040	1700	4160	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/955/945//GCA_000955945.1_Caty_1.0/GCA_000955945.1_Caty_1.0_assembly_report.txt
cauratus_gene_ensembl	Goldfish genes (ASM336829v1)	ASM336829v1	Carassius auratus (Goldfish)	7957	GCA_003368295.1	genes_mart	62131	4604	737	2041	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/368/295//GCA_003368295.1_ASM336829v1/GCA_003368295.1_ASM336829v1_assembly_report.txt
cccarpio_gene_ensembl	Common carp genes (Cypcar_WagV4.0)	Cypcar_WagV4.0	Cyprinus carpio carpio (Common carp)	630221	GCA_905221575.1	genes_mart	54973	4579	735	2047	https://ftp.ncbi.nih.gov/genomes/all/GCA/905/221/575//GCA_905221575.1_Cypcar_WagV4.0/GCA_905221575.1_Cypcar_WagV4.0_assembly_report.txt
cdromedarius_gene_ensembl	Arabian camel genes (CamDro2)	CamDro2	Camelus dromedarius (Arabian camel)	9838	GCA_000803125.2	genes_mart	22444	13312	1652	3884	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/803/125//GCA_000803125.2_CamDro2/GCA_000803125.2_CamDro2_assembly_report.txt
celegans_gene_ensembl	Caenorhabditis elegans (PRJNA13758) genes (WBcel235)	WBcel235	Caenorhabditis elegans (Caenorhabditis elegans (PRJNA13758))	6239	GCA_000002985.3	genes_mart	46926	3426	748	1858	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/002/985//GCA_000002985.3_WBcel235/GCA_000002985.3_WBcel235_assembly_report.txt
cgchok1gshd_gene_ensembl	Chinese hamster CHOK1GS genes (CHOK1GS_HDv1)	CHOK1GS_HDv1	Cricetulus griseus (Chinese hamster CHOK1GS)	10029	GCA_900186095.1	genes_mart	25072	14365	1742	4247	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/186/095//GCA_900186095.1_CHOK1S_HZDv1/GCA_900186095.1_CHOK1S_HZDv1_assembly_report.txt
cgobio_gene_ensembl	Channel bull blenny genes (fCotGob3.1)	fCotGob3.1	Cottoperca gobio (Channel bull blenny)	56716	GCA_900634415.1	genes_mart	24764	5890	769	2085	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/634/415//GCA_900634415.1_fCotGob3.1/GCA_900634415.1_fCotGob3.1_assembly_report.txt
charengus_gene_ensembl	Atlantic herring genes (Ch_v2.0.2)	Ch_v2.0.2	Clupea harengus (Atlantic herring)	7950	GCA_900700415.1	genes_mart	27879	5900	765	2085	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/700/415//GCA_900700415.1_Ch_v2.0.2/GCA_900700415.1_Ch_v2.0.2_assembly_report.txt
chircus_gene_ensembl	Goat genes (ARS1)	ARS1	Capra hircus (Goat)	9925	GCA_001704415.1	genes_mart	27271	14015	1682	4097	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/704/415//GCA_001704415.1_ARS1/GCA_001704415.1_ARS1_assembly_report.txt
choffmanni_gene_ensembl	Sloth genes (choHof1)	choHof1	Choloepus hoffmanni (Sloth)	9358	-	genes_mart	16060	9622	1351	3156	NA
chyarkandensis_gene_ensembl	Yarkand deer genes (CEY_v1)	CEY_v1	Cervus hanglu yarkandensis (Yarkand deer)	84702	GCA_010411085.1	genes_mart	27228	13868	1687	4052	https://ftp.ncbi.nih.gov/genomes/all/GCA/010/411/085//GCA_010411085.1_CEY_v1/GCA_010411085.1_CEY_v1_assembly_report.txt
cimitator_gene_ensembl	Panamanian white-faced capuchin genes (Cebus_imitator-1.0)	Cebus_imitator-1.0	Cebus imitator (Panamanian white-faced capuchin)	2715852	GCA_001604975.1	genes_mart	27988	13831	1695	4247	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/604/975//GCA_001604975.1_Cebus_imitator-1.0/GCA_001604975.1_Cebus_imitator-1.0_assembly_report.txt
cintestinalis_gene_ensembl	C.intestinalis genes (KH)	KH	Ciona intestinalis (C.intestinalis)	7719	GCA_000224145.1	genes_mart	17153	5072	1032	2402	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/224/145//GCA_000224145.1_KH/GCA_000224145.1_KH_assembly_report.txt
cjacchus_gene_ensembl	White-tufted-ear marmoset genes (mCalJac1.pat.X)	mCalJac1.pat.X	Callithrix jacchus (White-tufted-ear marmoset)	9483	GCA_011100555.1	genes_mart	40188	13902	1685	4137	https://ftp.ncbi.nih.gov/genomes/all/GCA/011/100/555//GCA_011100555.1_mCalJac1.pat.X/GCA_011100555.1_mCalJac1.pat.X_assembly_report.txt
cjaponica_gene_ensembl	Japanese quail genes (Coturnix_japonica_2.0)	Coturnix_japonica_2.0	Coturnix japonica (Japanese quail)	93934	GCA_001577835.1	genes_mart	21561	13424	1645	3867	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/577/835//GCA_001577835.1_Coturnix_japonica_2.0/GCA_001577835.1_Coturnix_japonica_2.0_assembly_report.txt
clanigera_gene_ensembl	Long-tailed chinchilla genes (ChiLan1.0)	ChiLan1.0	Chinchilla lanigera (Long-tailed chinchilla)	34839	GCA_000276665.1	genes_mart	29261	14156	1717	4115	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/276/665//GCA_000276665.1_ChiLan1.0/GCA_000276665.1_ChiLan1.0_assembly_report.txt
cldingo_gene_ensembl	Dingo genes (ASM325472v1)	ASM325472v1	Canis lupus dingo (Dingo)	286419	GCA_003254725.1	genes_mart	26557	13951	1697	4084	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/254/725//GCA_003254725.1_ASM325472v1/GCA_003254725.1_ASM325472v1_assembly_report.txt
clfamiliaris_gene_ensembl	Dog genes (ROS_Cfam_1.0)	ROS_Cfam_1.0	Canis lupus familiaris (Dog)	9615	GCA_014441545.1	genes_mart	31121	13702	1662	3917	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/441/545//GCA_014441545.1_ROS_Cfam_1.0/GCA_014441545.1_ROS_Cfam_1.0_assembly_report.txt
clumpus_gene_ensembl	Lumpfish genes (fCycLum1.pri)	fCycLum1.pri	Cyclopterus lumpus (Lumpfish)	8103	GCA_009769545.1	genes_mart	23152	5883	774	2097	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/769/545//GCA_009769545.1_fCycLum1.pri/GCA_009769545.1_fCycLum1.pri_assembly_report.txt
cmilii_gene_ensembl	Elephant shark genes (Callorhinchus_milii-6.1.3)	Callorhinchus_milii-6.1.3	Callorhinchus milii (Elephant shark)	7868	GCA_000165045.2	genes_mart	20084	4162	835	2288	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/165/045//GCA_000165045.2_Callorhinchus_milii-6.1.3/GCA_000165045.2_Callorhinchus_milii-6.1.3_assembly_report.txt
cpbellii_gene_ensembl	Painted turtle genes (Chrysemys_picta_bellii-3.0.3)	Chrysemys_picta_bellii-3.0.3	Chrysemys picta bellii (Painted turtle)	8478	GCA_000241765.2	genes_mart	26817	13648	1658	3936	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/241/765//GCA_000241765.2_Chrysemys_picta_bellii-3.0.3/GCA_000241765.2_Chrysemys_picta_bellii-3.0.3_assembly_report.txt
cporcellus_gene_ensembl	Guinea Pig genes (Cavpor3.0)	Cavpor3.0	Cavia porcellus (Guinea Pig)	10141	GCA_000151735.1	genes_mart	26855	14206	1721	4242	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/151/735//GCA_000151735.1_Cavpor3.0/GCA_000151735.1_Cavpor3.0_assembly_report.txt
cporosus_gene_ensembl	Australian saltwater crocodile genes (CroPor_comp1)	CroPor_comp1	Crocodylus porosus (Australian saltwater crocodile)	8502	GCA_001723895.1	genes_mart	19207	13359	1622	3785	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/723/895//GCA_001723895.1_CroPor_comp1/GCA_001723895.1_CroPor_comp1_assembly_report.txt
csabaeus_gene_ensembl	Vervet-AGM genes (ChlSab1.1)	ChlSab1.1	Chlorocebus sabaeus (Vervet-AGM)	60711	GCA_000409795.2	genes_mart	27985	14157	1705	4167	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/409/795//GCA_000409795.2_Chlorocebus_sabeus_1.1/GCA_000409795.2_Chlorocebus_sabeus_1.1_assembly_report.txt
csavignyi_gene_ensembl	C.savignyi genes (CSAV 2.0)	CSAV 2.0	Ciona savignyi (C.savignyi)	51511	-	genes_mart	12172	3333	698	1813	NA
csemilaevis_gene_ensembl	Tongue sole genes (Cse_v1.0)	Cse_v1.0	Cynoglossus semilaevis (Tongue sole)	244447	GCA_000523025.1	genes_mart	21811	6175	886	2460	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/523/025//GCA_000523025.1_Cse_v1.0/GCA_000523025.1_Cse_v1.0_assembly_report.txt
csyrichta_gene_ensembl	Tarsier genes (Tarsius_syrichta-2.0.1)	Tarsius_syrichta-2.0.1	Carlito syrichta (Tarsier)	1868482	GCA_000164805.2	genes_mart	24921	12463	1612	3881	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/164/805//GCA_000164805.2_Tarsius_syrichta-2.0.1/GCA_000164805.2_Tarsius_syrichta-2.0.1_assembly_report.txt
cvariegatus_gene_ensembl	Sheepshead minnow genes (C_variegatus-1.0)	C_variegatus-1.0	Cyprinodon variegatus (Sheepshead minnow)	28743	GCA_000732505.1	genes_mart	23458	6225	877	2478	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/732/505//GCA_000732505.1_C_variegatus-1.0/GCA_000732505.1_C_variegatus-1.0_assembly_report.txt
cwagneri_gene_ensembl	Chacoan peccary genes (CatWag_v2_BIUU_UCD)	CatWag_v2_BIUU_UCD	Catagonus wagneri (Chacoan peccary)	51154	GCA_004024745.2	genes_mart	22081	14076	1710	4140	https://ftp.ncbi.nih.gov/genomes/all/GCA/004/024/745//GCA_004024745.2_CatWag_v2_BIUU_UCD/GCA_004024745.2_CatWag_v2_BIUU_UCD_assembly_report.txt
dclupeoides_gene_ensembl	Denticle herring genes (fDenClu1.1)	fDenClu1.1	Denticeps clupeoides (Denticle herring)	299321	GCA_900700375.1	genes_mart	32421	5925	778	2134	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/700/375//GCA_900700375.1_fDenClu1.1/GCA_900700375.1_fDenClu1.1_assembly_report.txt
dlabrax_gene_ensembl	European seabass genes (dlabrax2021)	dlabrax2021	Dicentrarchus labrax (European seabass)	13489	GCA_905237075.1	genes_mart	24969	5590	764	2088	https://ftp.ncbi.nih.gov/genomes/all/GCA/905/237/075//GCA_905237075.1_dlabrax2021/GCA_905237075.1_dlabrax2021_assembly_report.txt
dleucas_gene_ensembl	Beluga whale genes (ASM228892v3)	ASM228892v3	Delphinapterus leucas (Beluga whale)	9749	GCA_002288925.3	genes_mart	21995	14051	1701	4195	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/288/925//GCA_002288925.3_ASM228892v3/GCA_002288925.3_ASM228892v3_assembly_report.txt
dmelanogaster_gene_ensembl	Drosophila melanogaster (Fruit fly) genes (BDGP6.46)	BDGP6.46	Drosophila melanogaster (Drosophila melanogaster (Fruit fly))	7227	GCA_000001215.4	genes_mart	23932	8019	1336	3141	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/001/215//GCA_000001215.4_Release_6_plus_ISO1_MT/GCA_000001215.4_Release_6_plus_ISO1_MT_assembly_report.txt
dnovemcinctus_gene_ensembl	Armadillo genes (Dasnov3.0)	Dasnov3.0	Dasypus novemcinctus (Armadillo)	9361	GCA_000208655.2	genes_mart	33374	13170	1660	3916	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/208/655//GCA_000208655.2_Dasnov3.0/GCA_000208655.2_Dasnov3.0_assembly_report.txt
dordii_gene_ensembl	Kangaroo rat genes (Dord_2.0)	Dord_2.0	Dipodomys ordii (Kangaroo rat)	10020	GCA_000151885.2	genes_mart	20542	13819	1687	4040	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/151/885//GCA_000151885.2_Dord_2.0/GCA_000151885.2_Dord_2.0_assembly_report.txt
drerio_gene_ensembl	Zebrafish genes (GRCz11)	GRCz11	Danio rerio (Zebrafish)	7955	GCA_000002035.4	genes_mart	37241	8132	1233	3113	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/002/035//GCA_000002035.4_GRCz11/GCA_000002035.4_GRCz11_assembly_report.txt
easinus_gene_ensembl	Donkey genes (ASM1607732v2)	ASM1607732v2	Equus asinus (Donkey)	9793	GCA_016077325.2	genes_mart	31304	13835	1664	3882	https://ftp.ncbi.nih.gov/genomes/all/GCA/016/077/325//GCA_016077325.2_ASM1607732v2/GCA_016077325.2_ASM1607732v2_assembly_report.txt
eburgeri_gene_ensembl	Hagfish genes (Eburgeri_3.2)	Eburgeri_3.2	Eptatretus burgeri (Hagfish)	7764	GCA_900186335.2	genes_mart	17246	4061	654	1737	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/186/335//GCA_900186335.2_Eburgeri_3.2/GCA_900186335.2_Eburgeri_3.2_assembly_report.txt
ecaballus_gene_ensembl	Horse genes (EquCab3.0)	EquCab3.0	Equus caballus (Horse)	9796	GCA_002863925.1	genes_mart	38849	14277	1789	4351	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/863/925//GCA_002863925.1_EquCab3.0/GCA_002863925.1_EquCab3.0_assembly_report.txt
ecalabaricus_gene_ensembl	Reedfish genes (fErpCal1.1)	fErpCal1.1	Erpetoichthys calabaricus (Reedfish)	27687	GCA_900747795.2	genes_mart	23066	3759	713	1950	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/747/795//GCA_900747795.2_fErpCal1.1/GCA_900747795.2_fErpCal1.1_assembly_report.txt
eelectricus_gene_ensembl	Electric eel genes (Ee_SOAP_WITH_SSPACE)	Ee_SOAP_WITH_SSPACE	Electrophorus electricus (Electric eel)	8005	GCA_003665695.2	genes_mart	23406	6272	866	2369	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/665/695//GCA_003665695.2_Ee_SOAP_WITH_SSPACE/GCA_003665695.2_Ee_SOAP_WITH_SSPACE_assembly_report.txt
eeuropaeus_gene_ensembl	Hedgehog genes (eriEur1)	eriEur1	Erinaceus europaeus (Hedgehog)	9365	-	genes_mart	22448	10291	1414	3412	NA
etelfairi_gene_ensembl	Lesser hedgehog tenrec genes (TENREC)	TENREC	Echinops telfairi (Lesser hedgehog tenrec)	9371	-	genes_mart	26079	10440	1410	3457	NA
falbicollis_gene_ensembl	Collared flycatcher genes (FicAlb1.5)	FicAlb1.5	Ficedula albicollis (Collared flycatcher)	59894	GCA_000247815.2	genes_mart	17798	13025	1611	3780	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/247/815//GCA_000247815.2_FicAlb1.5/GCA_000247815.2_FicAlb1.5_assembly_report.txt
fcatus_gene_ensembl	Cat genes (Felis_catus_9.0)	Felis_catus_9.0	Felis catus (Cat)	9685	GCA_000181335.4	genes_mart	29550	14027	1701	4098	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/181/335//GCA_000181335.4_Felis_catus_9.0/GCA_000181335.4_Felis_catus_9.0_assembly_report.txt
fheteroclitus_gene_ensembl	Mummichog genes (Fundulus_heteroclitus-3.0.2)	Fundulus_heteroclitus-3.0.2	Fundulus heteroclitus (Mummichog)	8078	GCA_000826765.1	genes_mart	23469	6218	886	2462	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/826/765//GCA_000826765.1_Fundulus_heteroclitus-3.0.2/GCA_000826765.1_Fundulus_heteroclitus-3.0.2_assembly_report.txt
gaculeatus_gene_ensembl	Stickleback genes (BROAD S1)	BROAD S1	Gasterosteus aculeatus (Stickleback)	69293	-	genes_mart	22456	6224	881	2463	NA
gevgoodei_gene_ensembl	Goodes thornscrub tortoise genes (rGopEvg1_v1.p)	rGopEvg1_v1.p	Gopherus evgoodei (Goodes thornscrub tortoise)	1825980	GCA_007399415.1	genes_mart	21263	13668	1658	3934	https://ftp.ncbi.nih.gov/genomes/all/GCA/007/399/415//GCA_007399415.1_rGopEvg1_v1.p/GCA_007399415.1_rGopEvg1_v1.p_assembly_report.txt
gfortis_gene_ensembl	Medium ground-finch genes (GeoFor_1.0)	GeoFor_1.0	Geospiza fortis (Medium ground-finch)	48883	GCA_000277835.1	genes_mart	14850	13126	1612	3753	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/277/835//GCA_000277835.1_GeoFor_1.0/GCA_000277835.1_GeoFor_1.0_assembly_report.txt
ggallus_gene_ensembl	Chicken genes (bGalGal1.mat.broiler.GRCg7b)	bGalGal1.mat.broiler.GRCg7b	Gallus gallus (Chicken)	9031	GCA_016699485.1	genes_mart	30108	13740	1696	4052	https://ftp.ncbi.nih.gov/genomes/all/GCA/016/699/485//GCA_016699485.1_bGalGal1.mat.broiler.GRCg7b/GCA_016699485.1_bGalGal1.mat.broiler.GRCg7b_assembly_report.txt
ggorilla_gene_ensembl	Gorilla genes (gorGor4)	gorGor4	Gorilla gorilla gorilla (Gorilla)	9595	GCA_000151905.3	genes_mart	30084	14398	1819	4487	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/151/905//GCA_000151905.3_gorGor4/GCA_000151905.3_gorGor4_assembly_report.txt
gmorhua_gene_ensembl	Atlantic cod genes (gadMor3.0)	gadMor3.0	Gadus morhua (Atlantic cod)	8049	GCA_902167405.1	genes_mart	29063	5505	758	2036	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/167/405//GCA_902167405.1_gadMor3.0/GCA_902167405.1_gadMor3.0_assembly_report.txt
hburtoni_gene_ensembl	Burton's mouthbrooder genes (AstBur1.0)	AstBur1.0	Haplochromis burtoni (Burton's mouthbrooder)	8153	GCA_000239415.1	genes_mart	23883	6209	882	2470	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/239/415//GCA_000239415.1_AstBur1.0/GCA_000239415.1_AstBur1.0_assembly_report.txt
hcomes_gene_ensembl	Tiger tail seahorse genes (H_comes_QL1_v1)	H_comes_QL1_v1	Hippocampus comes (Tiger tail seahorse)	109280	GCA_001891065.1	genes_mart	21226	6157	870	2440	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/891/065//GCA_001891065.1_H_comes_QL1_v1/GCA_001891065.1_H_comes_QL1_v1_assembly_report.txt
hgfemale_gene_ensembl	Naked mole-rat female genes (Naked_mole-rat_maternal)	Naked_mole-rat_maternal	Heterocephalus glaber (Naked mole-rat female)	10181	GCA_944319715.1	genes_mart	31806	14068	1716	4165	https://ftp.ncbi.nih.gov/genomes/all/GCA/944/319/715//GCA_944319715.1_Naked_mole-rat_maternal/GCA_944319715.1_Naked_mole-rat_maternal_assembly_report.txt
hhucho_gene_ensembl	Huchen genes (ASM331708v1)	ASM331708v1	Hucho hucho (Huchen)	62062	GCA_003317085.1	genes_mart	52940	5341	865	2418	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/317/085//GCA_003317085.1_ASM331708v1/GCA_003317085.1_ASM331708v1_assembly_report.txt
hsapiens_gene_ensembl	Human genes (GRCh38.p14)	GRCh38.p14	Homo sapiens (Human)	9606	GCA_000001405.29	genes_mart	69299	15668	1971	4958	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/001/405//GCA_000001405.29_GRCh38.p14/GCA_000001405.29_GRCh38.p14_assembly_report.txt
ipunctatus_gene_ensembl	Channel catfish genes (IpCoco_1.2)	IpCoco_1.2	Ictalurus punctatus (Channel catfish)	7998	GCA_001660625.1	genes_mart	25118	6307	888	2421	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/660/625//GCA_001660625.1_IpCoco_1.2/GCA_001660625.1_IpCoco_1.2_assembly_report.txt
itridecemlineatus_gene_ensembl	Squirrel genes (SpeTri2.0)	SpeTri2.0	Ictidomys tridecemlineatus (Squirrel)	43179	GCA_000236235.1	genes_mart	25201	14165	1711	4136	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/236/235//GCA_000236235.1_SpeTri2.0/GCA_000236235.1_SpeTri2.0_assembly_report.txt
jjaculus_gene_ensembl	Lesser Egyptian jerboa genes (JacJac1.0)	JacJac1.0	Jaculus jaculus (Lesser Egyptian jerboa)	51337	GCA_000280705.1	genes_mart	24433	13789	1689	3998	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/280/705//GCA_000280705.1_JacJac1.0/GCA_000280705.1_JacJac1.0_assembly_report.txt
kmarmoratus_gene_ensembl	Mangrove rivulus genes (ASM164957v1)	ASM164957v1	Kryptolebias marmoratus (Mangrove rivulus)	37003	GCA_001649575.1	genes_mart	22314	6263	881	2504	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/649/575//GCA_001649575.1_ASM164957v1/GCA_001649575.1_ASM164957v1_assembly_report.txt
lafricana_gene_ensembl	Elephant genes (Loxafr3.0)	Loxafr3.0	Loxodonta africana (Elephant)	9785	GCA_000001905.1	genes_mart	23245	13955	1707	4148	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/001/905//GCA_000001905.1_Loxafr3.0/GCA_000001905.1_Loxafr3.0_assembly_report.txt
lbergylta_gene_ensembl	Ballan wrasse genes (BallGen_V1)	BallGen_V1	Labrus bergylta (Ballan wrasse)	56723	GCA_900080235.1	genes_mart	29087	6216	888	2454	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/080/235//GCA_900080235.1_BallGen_V1/GCA_900080235.1_BallGen_V1_assembly_report.txt
lcalcarifer_gene_ensembl	Barramundi perch genes (ASB_HGAPassembly_v1)	ASB_HGAPassembly_v1	Lates calcarifer (Barramundi perch)	8187	GCA_900066035.1	genes_mart	26761	6245	880	2468	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/066/035//GCA_900066035.1_ASB_HGAPassembly_v1/GCA_900066035.1_ASB_HGAPassembly_v1_assembly_report.txt
lchalumnae_gene_ensembl	Coelacanth genes (LatCha1)	LatCha1	Latimeria chalumnae (Coelacanth)	7897	GCA_000225785.1	genes_mart	22628	5661	825	2237	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/225/785//GCA_000225785.1_LatCha1/GCA_000225785.1_LatCha1_assembly_report.txt
lcrocea_gene_ensembl	Large yellow croaker genes (L_crocea_2.0)	L_crocea_2.0	Larimichthys crocea (Large yellow croaker)	215358	GCA_000972845.2	genes_mart	23958	6053	817	2191	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/972/845//GCA_000972845.2_L_crocea_2.0/GCA_000972845.2_L_crocea_2.0_assembly_report.txt
llaticaudata_gene_ensembl	Blue-ringed sea krait genes (latLat_1.0)	latLat_1.0	Laticauda laticaudata (Blue-ringed sea krait)	8630	GCA_004320025.1	genes_mart	18448	11272	1490	3515	https://ftp.ncbi.nih.gov/genomes/all/GCA/004/320/025//GCA_004320025.1_latLat_1.0/GCA_004320025.1_latLat_1.0_assembly_report.txt
